image_path,mask_path
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_0_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_0_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_1_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_1_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_2_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_2_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_3_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_3_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_4_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_4_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_5_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_5_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_6_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_6_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_7_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_7_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_8_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_8_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_1_gen_scale_0_9_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_1_gen_scale_0_9_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_0_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_0_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_1_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_1_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_2_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_2_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_3_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_3_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_4_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_4_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_5_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_5_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_6_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_6_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_7_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_7_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_8_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_8_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_2_gen_scale_0_9_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_2_gen_scale_0_9_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_0_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_0_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_1_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_1_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_2_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_2_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_3_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_3_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_4_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_4_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_5_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_5_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_6_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_6_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_7_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_7_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out_style_transfered_1_to_1000_vgg16_selected_50/chk_id_3_gen_scale_0_8_img_ST.png,/work/vajira/DATA/sinGAN_polyps/singan_out_selected_50/chk_id_3_gen_scale_0_8_mask.png
