image_path,mask_path
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/1.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/1.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/2.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/2.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/3.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/3.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/4.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/4.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/5.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/5.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/6.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/6.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/7.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/7.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/8.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/8.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/9.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/9.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/10.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/10.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/11.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/11.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/12.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/12.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/13.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/13.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/14.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/14.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/15.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/15.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/16.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/16.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/17.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/17.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/18.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/18.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/19.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/19.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/20.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/20.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/21.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/21.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/22.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/22.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/23.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/23.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/24.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/24.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/25.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/25.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/26.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/26.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/27.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/27.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/28.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/28.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/29.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/29.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/30.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/30.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/31.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/31.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/32.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/32.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/33.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/33.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/34.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/34.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/35.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/35.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/36.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/36.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/37.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/37.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/38.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/38.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/39.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/39.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/40.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/40.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/41.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/41.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/42.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/42.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/43.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/43.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/44.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/44.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/45.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/45.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/46.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/46.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/47.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/47.jpg
/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_images/48.jpg,/work/vajira/DATA/sinGAN_polyps/singan_test_2/real_masks/48.jpg
