image_path,mask_path
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_0_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_0_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_1_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_1_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_2_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_2_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_3_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_335_gen_scale_0_3_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_0_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_0_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_1_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_1_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_2_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_2_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_3_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_336_gen_scale_0_3_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_0_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_0_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_1_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_1_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_2_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_2_mask.png
/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_3_img.png,/work/vajira/DATA/sinGAN_polyps/singan_out/chk_id_337_gen_scale_0_3_mask.png
